Module Name /IEEE802154INET-Standalone/simulations/results/MAC-standard-0.sca_MAC-standard-0-20170723-04:12:25-6752 /IEEE802154INET-Standalone/simulations/results/MAC-standard-1.sca_MAC-standard-1-20170723-04:12:25-6755 /IEEE802154INET-Standalone/simulations/results/MAC-standard-2.sca_MAC-standard-2-20170723-04:12:25-6754 /IEEE802154INET-Standalone/simulations/results/MAC-standard-3.sca_MAC-standard-3-20170723-04:12:25-6753 /IEEE802154INET-Standalone/simulations/results/MAC-standard-4.sca_MAC-standard-4-20170723-04:12:29-6782 /IEEE802154INET-Standalone/simulations/results/MAC-standard-5.sca_MAC-standard-5-20170723-04:12:33-6787 /IEEE802154INET-Standalone/simulations/results/MAC-standard-6.sca_MAC-standard-6-20170723-04:12:40-6792 /IEEE802154INET-Standalone/simulations/results/MAC-standard-7.sca_MAC-standard-7-20170723-04:12:46-6798 /IEEE802154INET-Standalone/simulations/results/MAC-standard-8.sca_MAC-standard-8-20170723-04:13:00-6803 /IEEE802154INET-Standalone/simulations/results/MAC-standard-9.sca_MAC-standard-9-20170723-04:13:14-6809 /IEEE802154INET-Standalone/simulations/results/MAC-standard-10.sca_MAC-standard-10-20170723-04:13:31-6814 /IEEE802154INET-Standalone/simulations/results/MAC-standard-11.sca_MAC-standard-11-20170723-04:13:48-6819 /IEEE802154INET-Standalone/simulations/results/MAC-standard-12.sca_MAC-standard-12-20170723-04:14:14-6824 /IEEE802154INET-Standalone/simulations/results/MAC-standard-13.sca_MAC-standard-13-20170723-04:14:41-6829 /IEEE802154INET-Standalone/simulations/results/MAC-standard-14.sca_MAC-standard-14-20170723-04:15:12-6835 /IEEE802154INET-Standalone/simulations/results/MAC-standard-15.sca_MAC-standard-15-20170723-04:15:43-6841 /IEEE802154INET-Standalone/simulations/results/MAC-standard-16.sca_MAC-standard-16-20170723-04:16:24-6847 /IEEE802154INET-Standalone/simulations/results/MAC-standard-17.sca_MAC-standard-17-20170723-04:17:03-6855 /IEEE802154INET-Standalone/simulations/results/MAC-standard-18.sca_MAC-standard-18-20170723-04:17:52-6860 /IEEE802154INET-Standalone/simulations/results/MAC-standard-19.sca_MAC-standard-19-20170723-04:18:38-6865 /IEEE802154INET-Standalone/simulations/results/MAC-standard-20.sca_MAC-standard-20-20170723-04:19:38-6870 /IEEE802154INET-Standalone/simulations/results/MAC-standard-21.sca_MAC-standard-21-20170723-04:20:35-6877 /IEEE802154INET-Standalone/simulations/results/MAC-standard-22.sca_MAC-standard-22-20170723-04:21:43-6883 /IEEE802154INET-Standalone/simulations/results/MAC-standard-23.sca_MAC-standard-23-20170723-04:22:48-6897 /IEEE802154INET-Standalone/simulations/results/MAC-standard-24.sca_MAC-standard-24-20170723-04:24:07-6904 /IEEE802154INET-Standalone/simulations/results/MAC-standard-25.sca_MAC-standard-25-20170723-04:25:24-6909 /IEEE802154INET-Standalone/simulations/results/MAC-standard-26.sca_MAC-standard-26-20170723-04:26:52-6915 /IEEE802154INET-Standalone/simulations/results/MAC-standard-27.sca_MAC-standard-27-20170723-04:28:21-6923 /IEEE802154INET-Standalone/simulations/results/MAC-standard-28.sca_MAC-standard-28-20170723-04:30:04-6928 /IEEE802154INET-Standalone/simulations/results/MAC-standard-29.sca_MAC-standard-29-20170723-04:31:42-6933 /IEEE802154INET-Standalone/simulations/results/MAC-standard-30.sca_MAC-standard-30-20170723-04:33:35-6939 /IEEE802154INET-Standalone/simulations/results/MAC-standard-31.sca_MAC-standard-31-20170723-04:35:30-6946 /IEEE802154INET-Standalone/simulations/results/MAC-standard-32.sca_MAC-standard-32-20170723-04:37:35-6960 /IEEE802154INET-Standalone/simulations/results/MAC-standard-33.sca_MAC-standard-33-20170723-04:39:44-6965 /IEEE802154INET-Standalone/simulations/results/MAC-standard-34.sca_MAC-standard-34-20170723-04:41:58-6973 /IEEE802154INET-Standalone/simulations/results/MAC-standard-35.sca_MAC-standard-35-20170723-04:44:26-6978 /IEEE802154INET-Standalone/simulations/results/MAC-standard-36.sca_MAC-standard-36-20170723-04:46:57-6985 /IEEE802154INET-Standalone/simulations/results/MAC-standard-37.sca_MAC-standard-37-20170723-04:49:43-6991 /IEEE802154INET-Standalone/simulations/results/MAC-standard-38.sca_MAC-standard-38-20170723-04:52:24-7005 /IEEE802154INET-Standalone/simulations/results/MAC-standard-39.sca_MAC-standard-39-20170723-04:55:25-7016
net.Box[297].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.9639 7.95293 7.9615 8.00179 8.06218 8.10984 8.09906 8.12025 8.17792 8.16243 8.21382
net.Box[298].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96386 7.9529 7.96142 8.00178 8.06221 8.10995 8.09908 8.12014 8.17793 8.16251 8.21384
net.Box[299].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96373 7.95297 7.96144 8.00164 8.06206 8.10988 8.09905 8.12031 8.17808 8.16265 8.21376
net.Box[300].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95295 7.96153 8.00168 8.06203 8.10993 8.09924 8.12017 8.17801 8.16247 8.21382
net.Box[301].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95303 7.96138 8.00159 8.06214 8.1098 8.09911 8.1202 8.17801 8.16246 8.2138
net.Box[302].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95298 7.96145 8.00168 8.06214 8.11002 8.09902 8.12028 8.17798 8.16261 8.21383
net.Box[303].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95305 7.96138 8.00172 8.06213 8.10999 8.09921 8.12032 8.17804 8.16259 8.21388
net.Box[304].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95297 7.96147 8.00171 8.06222 8.10994 8.09925 8.12019 8.17803 8.16245 8.21389
net.Box[305].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95294 7.9615 8.00183 8.06205 8.10993 8.09915 8.12019 8.17797 8.1626 8.21382
net.Box[306].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95309 7.96137 8.00179 8.06222 8.10988 8.09923 8.12033 8.17802 8.1625 8.21368
net.Box[307].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95303 7.96142 8.00165 8.06223 8.1098 8.099 8.12028 8.17795 8.16262 8.21395
net.Box[308].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95302 7.96149 8.00168 8.06221 8.10982 8.09909 8.12024 8.17809 8.16257 8.21387
net.Box[309].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.95294 7.9615 8.00173 8.06218 8.10997 8.0992 8.12024 8.17797 8.16262 8.21393
net.Box[310].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96161 8.00174 8.06213 8.10983 8.09906 8.12018 8.17803 8.16263 8.21389
net.Box[311].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96147 8.00169 8.06219 8.10993 8.09913 8.12027 8.17806 8.16266 8.21395
net.Box[312].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96158 8.00175 8.06208 8.10991 8.09914 8.12027 8.17791 8.16245 8.21397
net.Box[313].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96148 8.00164 8.06202 8.10991 8.09917 8.12016 8.17788 8.16259 8.21389
net.Box[314].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.9615 8.00165 8.06211 8.10984 8.09908 8.1202 8.17799 8.16245 8.21382
net.Box[315].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96151 8.00177 8.06207 8.10991 8.09909 8.12014 8.17799 8.16263 8.21397
net.Box[316].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96142 8.00163 8.06204 8.10995 8.09905 8.12017 8.17795 8.16252 8.21375
net.Box[317].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.96161 8.00168 8.0621 8.10995 8.09904 8.12015 8.17805 8.16261 8.21399
net.Box[318].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.9616 8.00183 8.06209 8.10988 8.09921 8.12019 8.17794 8.16254 8.21389
net.Box[319].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.9615 8.0016 8.06213 8.10989 8.09908 8.12029 8.17799 8.16263 8.21389
net.Box[320].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00169 8.06222 8.10985 8.09913 8.12024 8.17805 8.16244 8.21377
net.Box[321].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00162 8.06222 8.10991 8.0992 8.12027 8.178 8.16263 8.21389
net.Box[322].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00169 8.06206 8.1098 8.09915 8.12031 8.17785 8.1626 8.21386
net.Box[323].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00175 8.062 8.10979 8.09925 8.12029 8.178 8.1625 8.21376
net.Box[324].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00176 8.06212 8.10979 8.09909 8.12033 8.17801 8.16259 8.21377
net.Box[325].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00175 8.06217 8.10988 8.09913 8.12022 8.17801 8.16267 8.21394
net.Box[326].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00167 8.06203 8.10987 8.09906 8.12021 8.17783 8.16259 8.21381
net.Box[327].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00181 8.06212 8.10986 8.09907 8.12033 8.17792 8.1625 8.21389
net.Box[328].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00173 8.06209 8.10998 8.09914 8.12021 8.17804 8.16259 8.2139
net.Box[329].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.00173 8.06207 8.10994 8.09902 8.12029 8.17793 8.16257 8.21389
net.Box[330].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06219 8.1098 8.09901 8.12031 8.17808 8.16256 8.21394
net.Box[331].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06201 8.10998 8.09915 8.12014 8.17799 8.16252 8.21395
net.Box[332].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06216 8.10991 8.09918 8.12014 8.17803 8.16242 8.2131
net.Box[333].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06221 8.10984 8.09904 8.12016 8.17791 8.16245 8.21389
net.Box[334].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06208 8.10984 8.09901 8.1203 8.17795 8.16244 8.21377
net.Box[335].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06218 8.10992 8.09912 8.12017 8.17798 8.16259 8.21382
net.Box[336].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06208 8.10989 8.09907 8.12033 8.17801 8.16265 8.21382
net.Box[337].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06213 8.10993 8.09918 8.12026 8.17792 8.16262 8.21378
net.Box[338].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06218 8.10999 8.09901 8.12029 8.17797 8.1625 8.2138
net.Box[339].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.06218 8.10993 8.09906 8.1202 8.17792 8.16246 8.21395
net.Box[340].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10994 8.099 8.12032 8.17794 8.16262 8.21391
net.Box[341].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.11 8.09914 8.12029 8.17793 8.16253 8.2139
net.Box[342].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10983 8.09911 8.12018 8.17792 8.16262 8.21384
net.Box[343].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10986 8.09905 8.12033 8.17795 8.16262 8.21386
net.Box[344].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10997 8.09922 8.12016 8.17798 8.16265 8.21391
net.Box[345].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10996 8.09913 8.12031 8.17795 8.16258 8.21396
net.Box[346].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10985 8.09909 8.12024 8.17808 8.16262 8.21383
net.Box[347].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10987 8.09902 8.12033 8.17801 8.16255 8.21382
net.Box[348].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.11 8.09905 8.12027 8.17788 8.16264 8.21395
net.Box[349].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.10987 8.09915 8.12017 8.17793 8.16256 8.21387
net.Box[350].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09914 8.12025 8.17799 8.16258 8.21399
net.Box[351].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09922 8.12023 8.17803 8.16256 8.21377
net.Box[352].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.0991 8.12026 8.17802 8.1626 8.21382
net.Box[353].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09921 8.12026 8.17804 8.16246 8.21382
net.Box[354].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09915 8.12033 8.17806 8.16256 8.21378
net.Box[355].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.099 8.12018 8.17796 8.16261 8.21383
net.Box[356].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09898 8.12032 8.17804 8.16259 8.21383
net.Box[357].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09909 8.12032 8.17797 8.16267 8.214
net.Box[358].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09916 8.12018 8.17789 8.16268 8.21376
net.Box[359].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.09907 8.1202 8.17807 8.16268 8.21387
net.Box[360].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.1203 8.17804 8.16264 8.21387
net.Box[361].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12024 8.17808 8.16261 8.21394
net.Box[362].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12026 8.17808 8.16255 8.21388
net.Box[363].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12014 8.17789 8.16251 8.2139
net.Box[364].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12025 8.17793 8.16262 8.21388
net.Box[365].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12024 8.17804 8.16262 8.21384
net.Box[366].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.1202 8.17791 8.16259 8.21388
net.Box[367].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12033 8.17792 8.16263 8.21388
net.Box[368].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12026 8.17795 8.16254 8.2139
net.Box[369].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.12029 8.17792 8.16262 8.21389
net.Box[370].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.17805 8.16258 8.21388
net.Box[371].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.17803 8.16247 8.21391
net.Box[372].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.17799 8.16255 8.21393
net.Box[373].battery totalEnergy:max NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.17807 8.16263 8.21382
